text_content_anonymous,preconceito,id,rotulo_chatgpt
":warning::warning::eyes:

:red_circle::backhand_index_pointing_right:Primeiro asilo para gays e lésbicas em Berlim

:small_orange_diamond: Um asilo para gays e lésbicas será aberto pela primeira vez em Berlim no início do próximo ano.  Segundo a operadora, 60 crianças já foram registradas pelos pais, que devem mostrar o que é ser gay ou lésbica.

:small_orange_diamond:  Conforme informa o ""Bild"", um lar multigeracional para gays, bissexuais, transexuais e intersexuais está sendo construído em Berlim-Schöneberg no prédio do centro de terapia gay com centro de aconselhamento, centros de saúde e creche, como são chamados de creches Na Alemanha.

:small_orange_diamond:  No entanto, o fato de o advogado pedófilo alemão Rüdiger Lautmann estar no conselho de administração do serviço de terapia gay provocou indignação.  Em 1994, o homem de 86 anos publicou o livro Die Lust am Kind.  Retrato do pedófilo”, em que tenta entender os pedófilos.  As autoridades de Berlim disseram que a organização está sob investigação.

:Japanese_symbol_for_beginner: [USER]",1,2318,1
E o povo ainda achando que isso é apenas uma guerra entre esquerda e direita....,0,236,0
"Claro, vc chama um partido social democrata de comunista, um partido quase de direita :face_with_tears_of_joy::face_with_tears_of_joy:",1,1523,0
"E necessário e difícil o sistema e foda mas são poderosos e não e apenas na indignação e revolta que se destrói uma organização criminosa.Mantenha a fé,fique atento na trincheira se for preciso claro que vou a guerra,eu posso tombar mas será em pé,mas jamais de joelhos aos tiranos e satânicos desse mundo.Bora é 22 neles",0,1209,1
Pelo amor de Deus é fake gente parem de achar merda aonde não tem a esquerda não é opção é nunca foi aonde o PT está o demônio está junto!! Ao invés de ficar aqui espalhando notícia fake vamos buscar votos para nosso presidente,1,2399,1
"Foi onde me pegou na verdade, como pode, alguem se dizer evangelico e ir na maçonaria, voce nao acha estranho?",1,1529,0
"Povo gado do BOZO. Óleo de soja a 10 reais, carne a 50 reais de segundo, Paulo Guedes querendo acabar com o S.U.S. E o GADO ENTRANDO NO FUMO E ADORANDO  MENTIROSO.",1,2824,1
"Gente, pelo amor de Deus, votem Daniel Silveira! Está mais que claro que, Bolsonaro quer ele! Só Daniel consegue peitar os desmandos da corte!",0,526,0
"URGENTE-SUSPEITA DE CASO DE POLIOMIELITE REGISTRADO NO BRASIL 
Um primeiro exame confirmou uma suspeita de um caso de paralisia infantil no Pará. Desde 1989 o Brasil não tinha registrado casos da doença.
ATÉ QUANDO O GOVERNO SERÁ PROIBIDO DE DIVULGAR SUA CAMPANHA DE VACINAÇÃO?

Canal
[USER]:Brazil:",0,1293,0
"Vai pro inferno então 
Se vc é  de esquerda e tá aqui enchendo o saco vai fazer campanha para o condenado vagabundo",1,1759,1
"É justamente essa sua lógica que permite acusar Bolsonaro de fazer parte da maçonaria: se Lula é macumbeiro porque foi em terreiro fazer campanha, Bolsonaro é maçom por ter ido pedir votos em loja maçônica, fato que ele não negou, hein?

A falácia que se aplica a um, se aplica a outro.",1,1698,1
"*05/11/2011 - Dr Marcelo Frazão foi BANIDO/CENSURADO BRUTALMENTE PELA ELITE E OS SISTEMA SATANISTA QUE MANDA NO BRASIL/OCIDENTE E ATÉ NO APP TIKTOK que é da China Comunista...*

A conta deste Patriota que não durou mais que 10 dias no TikTok e que acertou muita coisa que iria acontecer no futuro desde 2015 se o Povo continuasse ACREDITANDO NA FALSA DIREITA BURRA DE JOVEM PAN/ALLAN DOS SANTOS/ZAMBELLI e que só agora começa a SOFRER NA PROPRIA PELE A PERSEGUIÇÃO E A CENSURA IMPLACAVEL COMO O DR FRAZAO COMEÇOU A SOFRER DESDE 2019 POR PARTE DO YOUTUBE, FB,TWITTER E AGORA DO TIKTOK.

SE O DISCURSO E AS DEDUÇÕES CERTEIRAS DO DR FRAZAO NÃO FOSSEM UMA AMEAÇA PARA ESTE SISTEMA ORCRIM DITATORIAL TOTALITARIO ESCRAVAGISTA E ASSASSINO GENOCIDA COMUNISTA-NAZI-FASCISTA ELES JAMAIS IRIAM SILENCIAR,MULTAR PERSEGUIR E ATÉ AMEAÇAR COM PENA DE PRISAO/TORTURA/ASSASSINATO.",1,2812,1
"apenas deus um grande testemunho do WhatsApp imediatamente e isso toca muito meu coração estou pronto para ajudá-lo a ganhar dinheiro conecte-se comigo agora e comece a fazer por favor todos os testemunhos devem ser enviados para mim no telegram mesmo se eu trabalhei para você no WhatsApp envie-os  tudo para mim no telegram por favor obrigado a todos pela compreensão

Você pode ativar o bot e começar a ganhar dinheiro aqui
Conecte-se comigo: 
Telegram :backhand_index_pointing_right:

[USER] 
[USER] 
[USER] 


[USER] [USER]",0,128,0
"Com esse tipo de discurso vc só afasta cada vez mais as pessoas de bem ,que votam no bolsonaro.   Reflita e não  ofenda nordestino pois sou um com muito orgulho . Seu otario.",0,610,1
"Infelizmente não vai dá em nada.. Política não leva ninguém a Deus só divide as pessoas... Vamos orar a cada dia, estou falando sério, ajoelhem e clamem a Deus :folded_hands:",0,231,0
"Me disseram que vão pegar o número de nosso título e quando chegarmos pra votar já vão ter votado em nosso lugar. Agora fiquei em dúvida 
Tudo é possível pra essa esquerda",0,1249,1
"Sim Marcelo eu entendo perfeitamente,eu segunda feira dia,03 também estava com os nervos a flor da pele, mais graças a DEUS que agente se coloca de joelhos diante do SENHOR,e ele derrama sobre nós a sua paz e refrigera a nossa alma e espírito",0,700,1
Mais que vontade de ser governador. Sai fora poste do lulaladrao.,1,2088,1
Eu também  só nordestina  mas nunca  votei Lula  sempre  votei  Bolsonario  outras agora  mas tem gente  fica culpado  os nordestinos em todos  vota este cara com Lula  mas um outros paga  eu voto 22 ele vai ganhar  Deus  abençoe a todos,0,310,1
"Presidente determinado no cumprimento de nobilíssina missão. 
Olhar fixado e irredutível na execução do seu dever, o qual considera a missão sagrada. Com sinceridade, amor e bravura de caráter vem desmontando magistralmente o sistema, criado para subjugar o povo no mundo, escravidando-o num aprisco de coletividade e miséria total.",0,490,1
"Povo idólatra!!!
Lula é ladrão, satanista,filho da ira e da desobediência,é um maldito.
Mas adivinha?
Bolsonaro também é!
Assim como todos os políticos, todos os religiosos e todos que apoiam POLÍTICA E RELIGIÃO, SAO FILHOS DO DIABO.
O PAI E O MESSIAS NAO ESTA NISSO.",1,2628,1
"Se a imprensa mente na cara dura sobre as manifestações do 7 de Setembro, distorcendo aquilo que todos estão vendo com seus próprios olhos, imagina as falcatruas que ela faz em relação a número de mortos na pandemia, ocultação de reações adversas de vacinas, novos vírus, etc? Se ela mente sobre fatos públicos que são patentes aos olhos de todo o povo, imagine nas coisas que são mais difíciceis de verificar. A manipulação da mídia sobre o 7 de setembro deixou ainda mais claro o trabalho sujo de desinformação e manipulação que eles realizam todos os dias envolvendo os mais variados temas.",0,743,0
"Sempre quando há grandes eventos,  relatos de OVNIS começam a surgir. É,  no mínimo,  estranho. :thinking_face:",0,607,0
"Na época foi a maior traição do Lula contra pessoas que pedem asilo por perseguição política, mandando capturar os atletas e os devolvendo para Cuba. Deu indignação ver isto do governo brasileiro. VERGONHA para o Brasil que entrega perseguidos aos algozes..

Enquanto o terrorista italiano Cesare Batiste com 4 assassinatos cometidos na Italia em atos terroristas e com pedido de extradição do governo / justiça italiana, Lula deu proteção no seu último dia de governo. VERGONHA para o Brasil  novamente, pais que protege criminosos..

É assim, Lula persegue inocentes e protege criminosos.",0,824,1
INFELIZMENTE OS BOLSONARISTAS CAEM EM TUDO O QUE A ESQUERDA INVENTA....,0,976,0
"Monstro midistico comunista do Fiye em Casa até morrer , os mesmos curtindo a vida em paraísos turísticos.",1,2361,1
"E mesmo vc e Deus, pra saber do meu comportamento? vai tomar no seu cu vc, não manda em mim  comunista! de bosta!  eu luta aqui a anos pra vc vim falar merda pra mim. Se incomodou sim vai se fuder não sou besta :thumbs_up::smiling_face_with_horns:eu sei quem sou e vc e :smiling_face_with_horns::rat::face_vomiting::thumbs_up:",1,2947,1
"As vezes o telegram me deixa no modo lento, se acontecer de não enviar videos, ou foto é o modo lento :thumbs_up:  uns minutos e volta ao normal",0,578,0
Onde estão os petistas que sempre reclamaram da ditadura militar que perseguia os terroristas e deixava os esquerdistas caviás ocuparem as redações de jornais e revistas para vender o inferno comunista como se fosse o paraíso?,1,1933,1
Passando aqui só pra lembrar vcs que o luladrao não e paz e amor não ele e bandido velho,1,1556,1
"Já falaram que esse áudio é do Daniel Silveira, do Flávio Bolsonaro e agora vejo Eduardo Bolsonaro... Daqui a pouco vão dizer que é do Carlos Bolsonaro....
E se fosse de um outro cidadão?
Enfim, não estou falado de você que compartilhou a informação, mas apenas esclarecendo para os outros para não ficarem repassando esse áudio dizendo que é de filando ou beltrano... Apenas repassem o áudio!",0,58,0
"Entendi. Sabe o que eu penso, olhando pra Daniel 7, que os chifres já estão ai, so não se manifestou o chifre pequeno, mas parece que os tres chifres que se curvarão ou ainda se submeterão ao chifre que surge é a Russia, china e Irã.  A besta precisa que estes sejam “submetidos” para que o chifre pequeno controle todos. Estes paises que citei resistem ao ocidente.  O ocidente,  me refiro a aquele que o controla, e sabemos que são os trilionários bancários. Estes são os que tem poder, e acabarão por submeter o restante do mundo.  As guerras são necessárias, como disse Jesus.  Tudo para que se levante do ocidente o anticristo.",0,1066,0
"Outra mentira.
Olha o currículo e o excelente trabalho dos 8 Dep Federais do Novo.
Essa história de agenda 2030 no Novo é mais uma herança deixada pelo idiota do Amoedo.
O Novo foi o único partido que votou contra passaporte sanitário e prisão do Daniel.

Fatos...",0,275,0
Eleitor do Luladrão,1,2110,1
"MULHERES, NÃO SE DEIXEM SEGREGAR POR ESSA RETÓRICA CRIADA PELA ESQUERDA DE QUE MULHER VOTA EM MULHER ...VEJAM A DILMA, A MERKEL, MARIA DO ROSÁRIO, JOICE , Gleici , entre outras que são canalhas .",1,2734,1
"Olha o que acontece, no Facebook, com quem posta verdades sobre Luladrão e os PTralhas. :down_arrow:",1,2932,1
A minha quase toda infelizmente tem uns do contra mas Deus está no Controle de todos,0,861,0
"2 Crônicas 7:14
     
14 Se o meu povo, que se chama pelo meu nome, se humilhar e orar, buscar a minha face e se afastar dos seus maus caminhos, dos céus o ouvirei, perdoarei o seu pecado e curarei a sua terra.",0,354,0
"Esquedalhar burra morrendo de choro, porque o seu ladrão de 9 dedo não levou no 1 turno",1,2669,1
Se já perdeu não adianta nem está aqui..se já roubaram...vamos pedir à Deus que os Comunistas não voltem e também através de uma situação na qual eles não consigam roubar,1,2930,1
"O que vc acha do Chefe do Narco-trafico Lula ladrão ...????????

Se você não vê crime na atitude de um candidato a presidente da República, ao desfilar em carreata cercado por traficantes carregando armas pesadas, desista de sua família, de seus valores, de sua identidade e do seu país. Você não é um cidadão, nem pai de família. Você é apenas um covarde, desprovido de princípios, que enxerga apenas conveniências e vantagens na sua convivência e relações do dia a dia.

O que Lula da Silva fez no Complexo do Alemão (RJ), na última quarta-feira (12), foi perturbador e desmoralizante. Foi agressivo e altamente nocivo. Mostrou que aquele verme imundo deveria estar preso, se o STF não fosse, hoje, instituição voltada à proteção do crime e ao acobertamento dos atos mais vis e facinorosos de que se tem registrado.
Lugar desse Satanista bandido, é no inferno!!!",1,2464,1
"Bom dia patriotas!
A guerra mais difícil é espiritual
dobre o seu joelho, abra o seu coração pra Deus",0,1491,0
E por isso tem essas brigas que estamos tendo aí separando a esquerda da direita,0,736,0
Aqui no Brasil o luladrão não chega até janeiro bate as botas,1,2857,1
"Agora eu entendo pq, entre o primeiro turno e o segundo, teremos 4 semanas e não 3 como de costume. 
Dia 30 é  Domingo. 
Dia 29 é sábado e 
Dia 28 é  sexta-feira, Dia do Funcionário Público, feriado para eles. 
Eleição  é dia 30. 
Dia 01 de Novembro (provável feriado) ponto facultativo e 
dia 02/11 Finados. 
Outro feriado. 
*Feriadão de 5 dias e com eleição no meio.* 

Quem viaja num feriadão? 
Eleitores do Bolsonaro ou  do Luladrão? 

Abstenção severa?

 A quem vai beneficiar? Muita coincidência ou armação? 
Não vamos viajar. 
Vamos votar.
*Para reflexão*
Repasse pra conscientização.",1,1881,0
"Qm é Maçom de faro, é o Mourão, ex vice do presidente. De fato, o Bolsonaro foi no templo na época do primeiro mandato, provavelmente aceitando um convite dele.

Agora, se votarem nulo e deixar o 9 dedos retornar, suma deste país, porque o caos será instalado aqui !

Tem igrejas evangélicas q são Pt, e aí, eles irão votar nulo ? 

Vamos usar de sabedoria, pois a palavra diz q: maldito do homem que confia em homens. 
Deixa Deus falar e não pastores, padres, pai de santo, etc.",0,413,0
"Oh meu Deus , abra os olhos daqueles que insistem em não  acreditar que o lula é  comunista é vai destruir o Brasil",1,2497,1
"INDEPENDENTE DO QUE ACONTECER NO BRASIL, OS PARTIDOS DAS TREVAS E SEUS ELEITORES, TEM QUE COBRAR O QUE ACONTECER DO SENHOR MINISTRO DO TSE E NÃO DO PRESIDENTE BOLSONARO. O SENHOR ALEXANDRE DE MORAES E SUA CORJA DE JUÍZES USARAM DE DESONESTIDADE PARA COM O POVO, FAZENDO UM TRABALHO SUJO. OS ADMIRADORES DO LULADRÃO, TEM QUE SE REVOLTAR CONTRA ELES E NÃO CONTRA O PRESIDENTE. 
DIGO ISTO PORQUE AS PESSOAS TEM MANIA DE ACHAR E PÚBLICAR QUE O BOLSONARO É CULPADO DE TUDO. O POVO NÃO É BURRO E MUITO MENOS ANALFABETO. ESSES AMIGOS DO LULADRÃO QUE ESTÃO AMEAÇANDO QUE SE O LULADRÃO NÃO ASSUMIR A PREVIDÊNCIA  ELES VÃO TOCAR TERROR. COMO SE A CULPA FOSSE NOSSA. A CULPA FOI DO TSE QUE NAO FEZ UMA ELEIÇÃO TRANSPARENTE  E HONESTA. .",1,2499,1
"GENTE ESSE GRUPO É FRAUDE, ESTA SE PASSANDO POR GRUPO DO BOLSONARO E COLOCANDO DUVIDAS NAS PESSOAS DA INDOLE E DO CARATER DO PRESIDENTE, FOI FEITO PELO PESSOAL DO PT, Ñ POSTEM COMPROVANTE NENHUM, ISSO AQUI É MENTIRA PRA ANGARIAR VOTOS PARA LULADRÃO, ACORDEM E SAIAM DESSE CANAL",1,1986,1
"Olhem o aburdo ,TSE proibide transportadora de parar na véspera da Eleição. 
Ditadura chegou ninguém tá percebendo. :Brazil:
Povo não abre olho que jaja estamos igual a todos esses país Comandos por Ditadores comunistas.:loudly_crying_face::loudly_crying_face::folded_hands_medium-light_skin_tone:",1,2990,1
"e vc vai morrer de varíola dos macacos, viado do caralho",1,1922,1
"Estudem mais sobre as escrituras, estamos nos tempos das revelações (apocalipse). Orem e estudem que Deus Pai mostrará grandes mistérios.",0,453,0
"Jesus prometeu os fiéis em Cristo será marcado por sua cruz, apocalise, será protegido que nem os hebreus com Moisés, destruiu o Império Egípcio, Império Romano, agora o Império Tecnocrata e Ambientalista.

Deus e Nossa Senhora,  odeiam  o abortooooo legalizado no mundo todo.

Haverá uma limpeza mundial igual de Noé, Sodoma e Gomorra.",0,1452,1
"O resultado verdadeiro é para ser este.

51,04%  Bolsonaro

48,90%  Luladrão",1,1641,0
"""Perto está o Senhor de todos os que o invocam, de todos os que o invocam em verdade."" 
Salmos 145:18

Boa noite PATRIOTAS GUERREIROS:Brazil::folded_hands:
Que Deus abençoe a todos.... Linda mensagem querida Nelma Barros :folded_hands:",0,962,0
