text_content_anonymous,preconceito
"Cabeça :middle_finger:de ovo
Ladrão e Advogado de Ladrões :pinched_fingers::face_with_symbols_on_mouth::heavy_dollar_sign::shushing_face::Vietnam::pinched_fingers::heavy_dollar_sign:
Chefe do PCC..
Dar o cu pra todo PCC,
Corrupto no poder,
STE...STF...etc,..
Ritle capela ditador....
Junto com o 9dedo Eh DITADURA CAMIFLADA CERTA :heavy_dollar_sign::heavy_dollar_sign::heavy_dollar_sign::heavy_dollar_sign::pinched_fingers::pinched_fingers::pinched_fingers::enraged_face::enraged_face::Vietnam::Vietnam::Vietnam::heavy_dollar_sign::heavy_dollar_sign::heavy_dollar_sign::Vietnam::pinched_fingers::pinched_fingers::Angola::Vietnam::Vietnam::heavy_dollar_sign::heavy_dollar_sign::pinched_fingers::pinched_fingers::enraged_face::enraged_face::Vietnam::pinched_fingers::heavy_dollar_sign::enraged_face::shushing_face::face_with_symbols_on_mouth::shushing_face::kitchen_knife::Brazil::enraged_face::enraged_face::enraged_face::shushing_face:",1
"*SIMPLES ASSIM*

VEJAM AS *IDEOLOGIAS DOS PARTIDOS*! 
NELAS PASSAREMOS 4 ANOS OU NUNCA MAIS SAIREMOS DELAS.

 *#Quer filhos zumbis?* vote PT - libera drogas

*# quer estupro das filhas e filhos em banheiros comuns?* vote PT

*#quer filhos sem identidade sexual?* vote PT

*# quer aborto, sacrifício de crianças a moloque?* vote PT

*# quer perder patrimônios, empregos e filhos?* vote PT 

*# quer que o Brasil seja uma China, Cuba, venezuel, Argentina, Chile..?* vote PT

*#quer perder toda liberdade religiosa, de opinião e de ir e vir?* vote PT

SIMPLES ASSIM!

*EU VOTO POR:* LIBERDADE
DEUS
FAMILIA
PATRIA
VOTO 22 

Não espero no homem, minha esperança está em DEUS.
*MAS JAMAIS DARIA MEU VOTO PARA QUEM É DECLARADAMENTE CONTRA O PROJETO DE DEUS!*
QUE DEUS SALVE NOSSA NAÇÃO.

*O FIM ESTA PERTO!*
REFLITA ANTES QUE SEJA TARDE DEMAIS!",1
*BOLSONARO APOIA DITADOR QUE PERSEGUE E MATA CRISTÃOS!*,0
"ATENÇÃO MATO GROSSO DO SUL!

==》》CONTINUAÇÃO: :backhand_index_pointing_down::backhand_index_pointing_down:
O PRESIDENTE BOLSONARO DEIXOU MUITO CLARO (AO VIVO NA GLOBOLIXO) QUEM É O CANDIDATO A GOVERNADOR PARA O ESTADO.

CAPITÃO CONTAR É O MELHOR CANDIDATO PARA GOVERNAR O MS. SIMPLES ASSIM.

A SORAYA (TRAÍRA ATÉ DEU UMA FORCINHA) ... :grinning_face_with_sweat::grinning_face_with_sweat::rolling_on_the_floor_laughing::grinning_face_with_sweat::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:

A Soraya é tão traíra, que traiu a própria candidata do partido dela (Rose Modesto), obrigando o Bolsonaro a se posicionar ao vivo quanto ao apoio ao Cap Contar... Só Deus!!! :face_screaming_in_fear::face_with_tears_of_joy::fearful_face::anxious_face_with_sweat::grinning_face_with_sweat::rolling_on_the_floor_laughing:

:backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down:",0
"Não vai dar Ciro dessa vez.
Mas se você gosta do Ciro, quer dizer que você é mais próximo do Lula que do Boçal genocida. Então vem de Lula logo e vamos fechar o caixão do Biroliro no primeiro turno",1
Sheyla Santos é Igor Barros. Marajoaras de luta juntos por uma Salvaterra melhor :saluting_face::saluting_face::saluting_face:,0
"Ontem o Presidente Bolsonaro foi o último a fazer suas considerações finais e fechou o debate dizendo: *Deus acima de todos*! Essa frase representa o Brasil do futuro sem ideologia de gênero, sem aborto, sem drogas e com muitos missionários levando a poderosa Palavra de Deus. A Deus seja a Glória e o Louvor pelos séculos dos séculos",0
"- Após exorcismo, Lula pede voto para Jair Bolsonaro 22. Kkkkkkkkkkkkkkkkkkkkkkk:Brazil::thumbs_up_light_skin_tone:",0
"Padre kelmon, parece-me, foi um enviado especial de Deus, no lugar de Bob Jef. Coopera com JB",0
A essa hora aquela loira tá mufina depois de leva voadeira do padre :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
"*Candidatos do Rio de Janeiro que apoiam o Presidente BOLSONARO*
*Na ordem da sequência que aparece na urna eletrônica...*
.
*Deputado Estadual:*
*_Alana Passos (PTB) -> 14120_*
.
*Deputado Federal:*
*_PAOLA SILVEIRA (PTB) -> 1441_*
.
*Senador:*
*_DANIEL SILVEIRA (PTB) -> 142_*
.
*Governador:* 
*_CLÁUDIO CASTRO (PL) -> 22_*
.
*Presidente:*
 *_JAIR MESSIAS BOLSONARO (PL) -> 22_*
.
Ajude a compartilhar 
*Bolsonaro precisa de uma base forte no congresso em  2023.*
.
*BRASIL ACIMA DE TUDO,*
*DEUS ACIMA DE TODOS!*
:Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil:",0
"Sei que não está tanto calor :face_with_tears_of_joy: mas para as flamenguistas de direita aqui do grupo. Tenho esse cropped verde e amarelo pra vender aqui na Loja Mania de Boleiro, em Olaria. :Brazil:",0
"Hoje pela manhã dois amigos se encontram no estacionamento da empresa, um bolsonarista outro lulista.

 O bolsonarista pergunta: vc viu o padre, ontem?

 O lulista ainda puto, com certeza passou a noite em claro, responde: vai vtc!

O bolsonarista, calma!

O lulista: calma? Vc me pergunta *se eu vi a do padre*, vai vtc de novo!

O bolsonarista: eu perguntei se vc viu o padre, ontem?

O lulista: desculpa, entendi errado!

O bolsonarista aproveitando o gancho: *se vc não viu a do padre levanta a batina*:face_with_tears_of_joy:",0
Olha aí o que a esquerda já está fazendo lá na Nicarágua.,0
"Mito mesmo!!!
Juntou todas as igrejas numa só!!!! Eu m nome de Jesus!!!",0
:backhand_index_pointing_up_medium-light_skin_tone:confias nessa Brasmarket OU achas que é uma DataFolha da direita ?,0
Depois do exorcismo de Padre Kelmon Lula passa a pedir votos para Bolsonaro!! :smiling_face_with_sunglasses::backhand_index_pointing_right_medium-light_skin_tone::backhand_index_pointing_right_medium-light_skin_tone: 22,0
Alguém pode mandar material sobre o Freixo?? Tem um povo indeciso  e preciso fazer um exorcismo,0
":backhand_index_pointing_up: *MANDOU REMOVER*

*A ministra Maria Claudia Bucchianeri, do TSE, determinou a exclusão de vídeos em que Ciro Gomes afirma que o bilionário George Soros financia o Psol. O grupo apoia financeiramente grupos e veículos de mídia de esquerda pelo mundo.*",0
"Meu voro é seu, amigo. Deus abençoe seu esforço. Estou buscando ajudar...",0
"Vote :keycap_4::keycap_4::keycap_0::keycap_0: para Deputado Federal, Vamos Juntos!!!

:blue_heart:

.
.

COLIGAÇÃO TOCANDO EM FRENTE PARA CUIDAR DA NOSSA GENTE - (UNIÃO BRASIL/PROS/PODEMOS) CNPJ 47.464.106/0001-00 ELEIÇÃO 2022 JOSÉ ALVES DOS SANTOS DEPUTADO FEDERAL

.
.
#ms #matogrossodosul #uniaobrasil44",0
"*Era melhor o Lula não ter ido ao debate na Globo*. William Bonner não foi capaz de evitar o exorcismo feito pelo Padre Kelmon no LADRÃO de 9 dedos. *A esquerda vai pagar muito caro, por muito tempo, por este debate em que Lula foi exorcizado pelo Padre Kelmon*. Avante Brasil! :Brazil:",1
O *genocida* é funcionário da década no inferno.,0
Só falta o Brasil... Força povo brasileiro vamos expulsar o comunismo daqui... Bolsonaro neles,1
"Esse é um dos câncer que existe no Maranhão e no Brasil, filhote de luladrão",1
"Por isso sempre digo se petista não é mentiroso é ladrão .
Se não é covarde é viado .",1
"Votem Pela pátria, família e liberdade 
Deus acima tudo e Brasil acima de todos",0
"KIT VOTO PARA DOMINGO:

-Bandeira nacional: CONFERE :check_mark_button:

-Camiseta amarela: CONFERE :check_mark_button:￼

-Bandana do padre pra irritar esquerdopata: PENDENTE…",1
"Quando DEUS manda escolher, separar, levantar, ungir e exaltar para trabalhar para o bem dos que  temem a DEUS, o inferno inteiro não terá poder para destruir.
DEUS é DEUS de milagres, providências, surpresas e agrada dos que conhece e usa seu nome poderoso para a glória do Senhor do céu, sobre todas as coisas.",0
":Brazil::Brazil:
Presidente Bolsonaro com sua preparação, formação, inteligência, experiência, sagacidade, visão panorâmica política perfeita, estrategista expert, coragem, destemor, bravura, amor inigualável a pátria e a família, um grande e admirável temor a Deus, conseguiu elevar para 100% o nível dos candidata que quiserem disputar à presidência da república. Porque agora, os brasileiros não vão querer menos que isso, menos que essa excelência de político e de funcionário público do mais alto cargo do país. 
Façam chegar esse elogio ao nosso amado e querido presidente!
#BrasilÉBolsonaro",0
"OI PATRIOTAS :Brazil::Brazil:!!!!

PASSANDO PRA LEMBRAR: :backhand_index_pointing_down_medium-light_skin_tone:

1) TODOS DE VERDE E AMARELO NO DIA DA VOTAÇÃO :Brazil: ;

2) TENHA ORGULHO DE DECLARAR O SEU AMOR PELA NOSSA PÁTRIA, COLOQUE UMA BANDEIRA :Brazil: DO BRASIL :Brazil: NO; SEU CARRO, NA JANELA DE SUA CASA, E ETC...

3) COLOQUE NA FOTO  DO SEU PERFIL UMA FOTO DA BANDEIRA :Brazil: DO BRASIL :Brazil:.

4) POSTE VÍDEO DESSE AMOR PELO BRASIL NAS REDES SOCIAIS!


ATÉ A VITÓRIA!

QUE DEUS ABENÇOE À TODOS :Brazil::oncoming_fist_medium-light_skin_tone::face_blowing_a_kiss:


*DIVULGUE*
*DIVULGUE*",0
“Nós investimos para que o BNDES investisse no investimento.” Sim! Ele disse essa asneira. Disse tb q entregou 13 milhões e 500 mil obras! :flushed_face:Em média foram 500 mil obras por estado. :face_with_monocle:QUINHENTAS MIL OBRAS POR ESTADO!!!:face_screaming_in_fear:Faltou o padre p dizer que mentir é pecado.,0
"Depois do exorcismo, vai se converter e votar no Bolsonaro :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:",0
"O MAIOR CRIMINOSO DA HISTÓRIA DO BRASIL E DO MUNDO.!!


COMUNISTA CRIMINOSO TRAIDOR DA PÁTRIA, O MALDITO LULALADRAO, É EX-PRESIDIÁRIO,  MAS NUNCA VAI DEIXAR DE SER UM LULALADRAO NARCO TRAFICANTE DAS FACÇÕES CRIMINOSAS DO PT, MST, FORO DE SÃO PAULO ...ETC, DE POLÍTICOS TERRORISTAS, O MAIOR CRIMINOSO LADRÃO DA HISTÓRIA DO BRASIL E DO MUNDO .!!

NUNCA MAIS, VOCÊ LULADRAO, GANHA ELEIÇÕES NEM PRA PORTEIRO DE PUTEIRO DO PÉ SUJO DO CERTÃO DO MEU QUERIDO CEARÁ.!!!
SEU MALDITO.!!!
29.09.2022",1
Cheio de razao. Que me desculpem os da esquerda. Votem certo. Bcs.,0
"*não é Fake News!*
Zema está com Lula!
Zema nao está com o presidente Bolsonaro. Parabéns a ""direita"" que vai deixar de votar no Viana (indicado pelo presidente) para votar em candidatos alinhados com a Esquerda, inclusive com bandidos que roubaram a nação. O resultado é esse.:backhand_index_pointing_up_light_skin_tone:",1
"Então família.

LUÍS Lima é uma excelente opção para representar o Estado do Rio no CONGRESSO Nacional.


2233.

Daniel Sillveira para o Senado.

142.

Governador 
Cláudio Castro 

22

Presidente 

Bolsonaro.

22.

Precisamos definir o Estadual que ainda nao sei qual tem uma grande chance de ser eleito.


Esses Candidatos são daqueles que são alguns daqueles que trabalham pensando no desenvollvimento do Nosso Estado.

Além de se alguma lei esdrúxula, como exemplo: liberação de drogas, liberar aborto,

Apoiar invasão ou demarcação de terras, prejudicando o AGRO que proporciona o DESENVOLVIMENTO DA ECONOMIA,

Está claro que votarão contra a aprovação.

Bolsonaro precisa de deputados aliados para levar o País ser uma grande Nação.


E a lei mais importante para uma DEMOCRACIA de verdade é a nossa LIBERDADE de expressã.

Parece simples, porém não poder exercer liberdade religiosa deve ser muito triste.",0
"Deus é bom na minha vida. Essa campanha serviu para eu ver quem de fato era meu amigo e quem só queria tirar proveito do meu talento e amizade. Os que se afastaram, que vão pra mais longe. Os traidores foram revelados. A máscara dos falsos foi destruída. Os amigos verdadeiros apareceram. Os aproveitadores ficaram revoltados. A política vai passar e meu ZAP vai tocar de novo. Deus é fiel e não falha. Nessa eleição pude ver a podridão e a falsidade de muitos que se diziam honestos e fiéis. Deus é bom. Toca pra frente. O tempo revela tudo. Agradeço a Deus por mais um mês de vida e por ter me libertado dos filhotes de Judas.",0
"Gente , Brasil , patriotas , está chegando a hora .
Vote , com a certeza da nossa liberdade, da nossa paz , da nossa salvação das :raised_hand::raised_hand: mãos dos comunistas.
Por isto ,na hora de votar, peça sabedoria ao nosso DEUS.
Lembre-se da sua família :family:.
Ame seu País :Brazil:.
E para que o BRASIL se livre do comunismo, mesmo que vc não goste do :keycap_2::keycap_2:, mas, é a solução.
Eu amo e, acredito no PRESIDENTE BOLSONARO:smiling_face_with_sunglasses:, mas, por ter a certeza de que ele é escolhido por DEUS, para salvar a nossa NAÇÃO :Brazil:.
Vote certo, com fé, e amor por nossa PÁTRIA :Brazil:.
DEUS ACIMA DE TUDO E DE TODOS :folded_hands::folded_hands::folded_hands::folded_hands:.
O BRASIL ACIMA DE TUDO :Brazil::Statue_of_Liberty::Brazil::Statue_of_Liberty::green_heart::yellow_heart::blue_heart::Brazil::keycap_2::keycap_2:.
 AVANTE BRASIL :Brazil:
DIA :keycap_2: DOMINGO, VAMOS TODOS :person_with_white_cane::person_in_motorized_wheelchair::person_in_manual_wheelchair::person_standing::person_walking::person_running::person_biking::person_walking::woman_dancing::woman_and_man_holding_hands: AS URNAS MOSTRAR O AMOR PELO NOSSO BRASIL :Brazil:..:keycap_2::keycap_2::smiling_face_with_sunglasses:",1
"*URGENTE.... EM PRIMEIRA MÃO!!!*
- Liberado o áudio do Padre *""FAIXA PRETA""* Kemon e do Lu *""Larápio""* da Silva
:grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat:",0
"Chega de política!!!
Vamos curtir Gilberto Gil.
Defensor das mulheres e um ícone da esquerda contra o racismo!!",0
"MARCO DO SANEAMENTO BÁSICO / SAÚDE / MEIO AMBIENTE: 

Aprovado no período de nosso Governo, a AEGEA venceu o leilão dos serviços de coleta e tratamento de esgoto de 24 municípios do Ceará. 5 milhões de pessoas passarão a ter esgoto tratado. Mais de R$ 6,2 bilhões serão investidos até 2040.

A segurança jurídica garantida pelo Marco Legal do Saneamento atraiu investidores. O saneamento deixou de ser o patinho feio da infraestrutura e passou ao 1º lugar no ranking de investimentos privados. Já garantimos quase R$ 60 bilhões em investimentos.


Lembrando que grande parte da esquerda se posicionou CONTRA no Congresso Nacional.",0
"GRANDE CARREATA EM CAMPO GRANDE 

:black_small_square:Ponto de encontro: nos altos da Av. Afonso Pena.

1° de Outubro às 9h

:blue_heart:A voz do MS, Zé da Viola Deputado Federal - 4400 :handshake::yellow_heart:
Vamos juntos!!! 

.
.

COLIGAÇÃO TOCANDO EM FRENTE PARA CUIDAR DA NOSSA GENTE - (UNIÃO BRASIL/PROS/PODEMOS) CNPJ 47.464.106/0001-00 ELEIÇÃO 2022 JOSÉ ALVES DOS SANTOS DEPUTADO FEDERAL

.
.
#ms #matogrossodosul #uniaobrasil44

COMPARTILHE :rocket::sport_utility_vehicle::tractor::articulated_lorry::Brazil:",0
"Amei o debate, a melhor comédia  do ano, o Lula se encolhia pra ninguém  ver ele na cadeira tipo um personagem  da escolinha  do professor  Raimundo: meu Jesus  Cristinho,  já  me achou aqui.E chibata  nele, exorcismo  e sei lá  mais o quê. A dupla  Simone  e Soraya  nunca  esperava as revelações  bombásticas  das duas: pedinte de cargossss  kkkkkkkkk",0
"Deus, Pátria e família é com 22:Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil:",0
Entreguista traidor da pátria,0
"*Candidatos que vão fazer a diferença no país:

Presidente 
*Jair Messias Bolsonaro* :keycap_2::keycap_2: :Brazil:


:check_mark_button: SÃO PAULO

GOVERNADOR (SP)
*Tarcísio de Freitas* :keycap_1::keycap_0: (Republicanos)

SENADOR (SP)
*Marcos Pontes* :keycap_2::keycap_2::keycap_2: (PL)

DEPUTADO FEDERAL (SP)
*Eduardo Bolsonaro 2222 (PL)*
Carla Zambelli 2210 (PL)
Ricardo Salles 2250 (PL)
Sérgio Camargo 2204 (PL)
Major Costa e Silva 1077
Capitão Derrite 2290 (PL)
Coronel Nusque 1450

DEPUTADO ESTADUAL (SP)
Gil Diniz 22120 (PL)
Bruno Zambelli 22100 (PL)
Tenente Coimbra 22444 (PL)
*Marcello Reis 14088*",0
Deus é brasileiro e vai abençoar Bolsonaro vencer em 2022 e a nós também.,0
"26/9/2022

COLOMBIANOS CHILENOS ACORDARAM TARDE! 
É BOLSONARO PRESIDENTE OU ISSO COMUNISMO DITADURA FOME MISÉRIA CAOS CENSURA ROUBALHEIRA CORRUPÇÃO SEM LIMITES FRAUDES PAÍS SEM JUSTIÇA ETC ETC ETC",1
"*UMA PIADA*

O filho do PETISTA (brasileiro nato) nasceu e ele ficou muito feliz, pois o que mais desejava era um filho. A mulher (brasileira nata) do PETISTA ficou de repouso pós parto e tomava sopinha no canudinho, diga-se de passagem, preparada pelo próprio PETISTA, bem como todos os dias o mesmo dizia que a amava e estava muito feliz.
Um belo dia, o PETISTA percebeu que seu filho não abria os olhos e muito preocupado foi consultar o médico que fez o parto:
PETISTA: - ""Dr, tem algo estranho com meu filho,  ele não abre o olho""
O médico, muito constrangido disse:
- ""Quem tem que abrir o olho é o Sr""
:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:",1
